ticker,name,config,model,threshold_used,val_accuracy,val_precision,val_recall,val_f1,val_strategy_total_return,test_accuracy,test_precision,test_recall,test_f1,test_strategy_total_return,test_buy_hold_total_return,test_strategy_max_drawdown,test_strategy_sharpe,test_holding_ratio,test_entry_count
2330.TW,???,5d_base,LogisticRegression_Ridge,0.4,0.5143603133159269,0.5343283582089552,0.8564593301435407,0.6580882352941176,1.291300465677442,0.5796344647519582,0.5952380952380952,0.8888888888888888,0.7130124777183601,1.0760246378529699,0.8291645082652164,-0.3376646272705015,1.4055592432417405,1.0078328981723237,1
2330.TW,???,5d_vol,RandomForest,0.43000000000000005,0.5169712793733682,0.5504201680672269,0.6267942583732058,0.5861297539149888,1.8178385426607249,0.49869451697127937,0.5863874345549738,0.49777777777777776,0.5384615384615384,0.957367831694032,0.8291645082652164,-0.3353781440879786,1.1755110079965263,1.0026109660574412,6
2330.TW,???,5d_vol,XGBoost,0.4600000000000001,0.5352480417754569,0.5748792270531401,0.569377990430622,0.5721153846153846,1.6091814966789424,0.5117493472584856,0.5969387755102041,0.52,0.5558194774346793,0.44452422945449643,0.8291645082652164,-0.4001158558171032,0.7299514285212849,0.7597911227154047,11
2330.TW,???,5d_vol,LogisticRegression_Ridge,0.44000000000000006,0.46736292428198434,0.5128205128205128,0.4784688995215311,0.49504950495049505,1.4616209422236301,0.5326370757180157,0.592,0.6577777777777778,0.6231578947368421,0.7898574070010693,0.8291645082652164,-0.38059938737706533,1.0716524266484446,0.9530026109660574,1
2330.TW,???,5d_vol,PCA_LogReg,0.4,0.5430809399477807,0.547486033519553,0.937799043062201,0.691358024691358,1.3657205632165144,0.5848563968668408,0.5891891891891892,0.9688888888888889,0.7327731092436974,0.8350733103400667,0.8291645082652164,-0.3537594727955926,1.1430307636822603,1.031331592689295,1
2317.TW,??,1d_base,PCA_LogReg,0.4,0.5796344647519582,0.44,0.06962025316455696,0.12021857923497267,0.9030087981643802,0.4725848563968668,0.4634146341463415,0.09547738693467336,0.15833333333333333,0.15227601252877343,0.41718691270479313,-0.5581549249597204,0.4374848050871602,0.9268929503916449,1
2317.TW,??,1d_base,LogisticRegression_Ridge,0.4600000000000001,0.577023498694517,0.4583333333333333,0.13924050632911392,0.21359223300970873,0.7842621868537656,0.4804177545691906,0.5,0.25125628140703515,0.33444816053511706,0.27601441726329967,0.41718691270479313,-0.43581583130480683,0.6149361770312188,0.4751958224543081,36
2317.TW,??,1d_base,RandomForest,0.4,0.577023498694517,0.46,0.14556962025316456,0.22115384615384615,0.680915503029494,0.4751958224543081,0.4891304347826087,0.22613065326633167,0.30927835051546393,0.2058244199859527,0.41718691270479313,-0.5258043964419861,0.5055027183372104,0.7859007832898173,1
2317.TW,??,1d_base,XGBoost,0.4,0.5430809399477807,0.41904761904761906,0.27848101265822783,0.33460076045627374,0.38800722405195076,0.47780678851174935,0.49612403100775193,0.32160804020100503,0.3902439024390244,-0.212245646162183,0.41718691270479313,-0.6612596555278198,-0.06742294188653641,0.6684073107049608,1
2317.TW,??,1d_vol,PCA_LogReg,0.42000000000000004,0.577023498694517,0.4523809523809524,0.12025316455696203,0.19,0.8853512893028259,0.5091383812010444,0.5846153846153846,0.19095477386934673,0.2878787878787879,0.3254331188372914,0.41718691270479313,-0.4993104684282711,0.6507178546840324,0.9399477806788512,18
